job_id,industry_id
3884428798,82
3887473071,48
3887465684,41
3887467939,82
3887467939,80
3887471331,57
3887471331,332
3887471331,383
3887471274,82
3887471274,80
3884431567,96
3884916106,96
3884916106,4
3884916106,8
3887470552,54
3887470545,23
3884431568,96
3861704803,96
3884434011,46
3884431523,56
3884910890,84
3884911725,12
3884911725,17
3884911725,15
3887473220,43
3884428894,3208
3887475169,116
3887457893,86
3887457893,2366
3887471473,104
3887466990,10
3884436027,44
3884432468,104
3884915204,3231
3884427968,135
3884914318,47
3884914318,43
3884915161,96
3884915161,4
3884915161,8
3813844724,11
3884428983,135
3884433248,27
3884905745,41
3887470617,1
3884429613,92
3887473145,82
3887473145,80
3884429625,32
3884431496,135
3884430505,135
3884431558,25
3884431558,24
3884431558,112
3884430590,92
3884433257,57
3884436031,19
3884435029,27
3884430615,86
3884430615,70
3887468966,27
3887468966,25
3884912506,11
3884912506,47
3884912506,104
3884432412,135
3887473087,11
3887466995,25
3887466995,146
3887466995,96
3887466954,4
3884431562,92
3884429549,135
3887460927,1359
3884427971,135
3884427990,96
3884427990,97
3884429551,135
3884915264,47
3884429609,100
3884429609,131
3884429609,2115
3884432493,104
3884432493,84
3884432493,80
3887473336,82
3887473336,80
3884434046,92
3884433132,54
3884432411,135
3884433280,3242
3887469780,92
3884909927,80
3887472191,88
3887467990,96
3887467990,14
3884435035,84
3887469406,44
3884905746,41
3884912432,25
3884431493,135
3884432117,44
3884426774,137
3884914359,47
3884914359,100
3884430508,135
3884435030,100
3887473085,3198
3884435033,42
3884434034,48
3884434034,44
3884436005,29
3884432469,122
3884917012,15
3884917012,12
3884432498,41
3884432498,43
3884426885,59
3884427967,135
3884432470,4
3884431497,135
3887474153,14
3887475014,137
3884431563,48
3884435023,96
3884915177,59
3884910870,11
3884910870,105
3884910870,137
3884430607,144
3884913450,41
3884913450,45
3884913450,129
3887472403,106
3887472403,44
3887472403,129
3884915084,48
3884430507,135
3884430524,135
3887473240,1912
3884430513,135
3887471201,113
3887476201,1359
3887469942,53
3887469942,25
3887469942,55
3884435057,48
3884433291,96
3884433292,46
3884425974,2353
3884432217,14
3887469932,94
3884434097,146
3884430583,32
3884430608,92
3884427964,135
3884429603,135
3887470838,95
3887470838,116
3887470838,87
3887474296,25
3887474296,146
3887474296,96
3884428970,135
3887464859,43
3884430585,96
3887473296,82
3887473296,80
3887471272,14
3884429657,47
3884430610,7
3887471428,82
3887471428,80
3884913279,48
3887471276,41
3884435060,3231
3884910873,44
3884910760,14
3884431637,122
3884913276,14
3887468913,95
3887468913,116
3887468913,87
3884915296,96
3887476076,15
3887476076,12
3884914113,14
3887475133,96
3887475133,1
3884912496,3231
3884913559,25
3884914271,44
3887477024,11
3884436034,96
3884432491,112
3884430259,96
3884910232,41
3884432420,135
3884433282,45
3884429619,57
3884435043,53
3884435043,135
3887469999,10
3887472248,481
3884915359,96
3884911620,14
3884430597,3210
3887475342,13
3887469995,3198
3884428728,100
3884915121,14
3884912330,14
3884915077,14
3884432321,25
3884427963,135
3884911832,47
3884911832,43
3884911832,45
3887474295,96
3884429637,43
3884430586,96
3887467924,1862
3884432541,7
3884911762,14
3884910941,84
3887468967,6
3884432517,96
3884910769,14
3884432522,96
3884916102,48
3887470539,41
3884913272,14
3884428984,135
3884910768,14
3884911952,43
3884432421,135
3884429634,144
3887472263,3129
3887476153,3198
3884429624,27
3884429624,133
3884429624,34
3887466991,41
3884427833,59
3884912327,14
3884911951,96
3887475285,3126
3887475285,104
3884431593,11
3884434109,8
3884429682,4
3887469989,96
3884436082,43
3884436082,41
3884436082,45
3887470497,43
3887472125,46
3887471567,106
3887471567,44
3887471567,129
3884916275,1
3884435044,94
3884426996,135
3884435053,43
3887470266,135
3884427965,135
3884909892,14
3884432471,104
3884910962,44
3884434141,104
3884432259,100
3884429672,298
3887472573,27
3887472120,41
3887472127,56
3884430638,75
3884435055,135
3884435055,25
3884435055,55
3884429660,96
3884430632,93
3884430632,116
3884430632,25
3884436038,840
3884424835,43
3884430634,96
3884910917,96
3887467709,44
3884434095,100
3887472318,82
3887472318,80
3884912315,14
3884433143,68
3887475355,104
3884433253,3243
3884433253,57
3887469624,14
3884429608,1737
3887468932,4
3884430130,3216
3884912691,51
3884912691,50
3884912691,86
3884917221,99
3884917221,57
3884428699,3243
3887466984,41
3884911125,41
3887476263,139
3887475241,14
3887475241,2353
3887473578,96
3887473578,1810
3884435132,96
3884427871,25
3884917019,96
3887469860,17
3887472568,4
3884434103,104
3887478270,49
3884432530,94
3887466558,41
3884912457,96
3884432572,96
3884433285,1222
3887472931,118
3884434105,104
3884434105,48
3884431591,6
3884434114,24
3884917031,14
3887468975,27
3884910761,14
3884432540,1737
3887471350,27
3884431253,2027
3884436148,52
3884911755,96
3884912652,96
3884916322,17
3884916322,15
3887471270,51
3884914112,14
3887476099,139
3884429653,147
3884435086,96
3884435152,104
3887469622,31
3887474061,27
3884430273,2353
3887475299,23
3884913642,41
3887470640,27
3884435040,96
3887474692,51
3884435116,28
3887469731,48
3884433240,27
3884433240,18
3884433240,143
3887473886,43
3887475425,4
3887475425,3
3887475425,84
3884436115,96
3887469873,17
3887466670,135
3884911625,48
3884908922,14
3884436090,104
3884436090,84
3887470528,1594
3884436023,144
3884434120,48
3884436039,81
3884436123,7
3884436123,104
3887473148,27
3887468676,3198
3884431490,135
3884429683,94
3884429683,104
3887477065,112
3887477065,135
3887477065,147
3887472486,19
3884908929,14
3884433337,57
3884433337,25
3884433337,11
3884918154,3242
3800272386,96
3884912807,41
3884429552,135
3884912486,106
3884912486,129
3884912486,41
3884916230,51
3884435120,124
3887482135,55
3884431542,88
3884435032,96
3887467642,25
3884431687,96
3887474156,19
3887478309,142
3884436105,8
3884913634,96
3884913634,118
3884913634,5
3884431614,116
3884431614,57
3884431614,25
3884432550,11
3884429686,14
3884433290,88
3887475284,19
3884431661,91
3887475017,92
3884435178,96
3884427691,133
3884432436,19
3884913418,96
3884911730,11
3884911730,47
3884911730,104
3884911787,19
3884436049,1594
3884436049,42
3884910766,14
3887474506,883
3887474506,840
3887474506,807
3884436168,27
3884436168,44
3884436168,48
3884915172,34
3887476184,17
3884434115,3198
3884432409,135
3884428982,135
3884426762,2353
3887470550,41
3884434062,27
3884431580,4
3884916081,96
3884911624,48
3887469407,44
3887472874,48
3887486130,48
3887482215,124
3887469992,44
3884433350,142
3884428977,135
3887470918,19
3887484192,28
3887484192,1594
3884910942,80
3887484013,12
3887484013,15
3887473504,104
3887477017,25
3887477017,17
3884433366,96
3884429722,96
3884432168,67
3884436108,96
3887474438,104
3884431554,137
3884917136,48
3887478436,84
3887473521,58
3887469630,41
3887485428,82
3887485428,80
3887466766,44
3887478013,96
3887471410,14
3887480763,4
3887470561,34
3887470561,31
3887470561,32
3884434138,25
3884434138,124
3884913532,96
3884431480,135
3887470997,104
3887473008,14
3884433393,25
3887472554,104
3887468619,3231
3884429730,19
3884436043,104
3884436043,43
3887484964,104
3887473513,43
3887477057,104
3887478004,43
3887481930,106
3887475345,104
3887476200,47
3884433322,104
3887486300,104
3887476341,43
3884430726,80
3887474913,92
3884908545,43
3887478759,69
3887478759,100
3884917063,14
3884432497,96
3884435204,27
3884435204,18
3884435204,143
3887474462,41
3887474462,129
3887474462,43
3884426999,135
3884429610,43
3884432560,14
3884432560,4
3884912673,14
3887489265,104
3887479382,84
3887474760,48
3884917279,27
3884427957,135
3887477056,104
3884917077,19
3884430577,2458
3887468976,27
3884911760,14
3884434047,4
3887470532,14
3884430614,32
3887473842,10
3887472904,1594
3884912900,96
3884436211,43
3884436211,110
3884436211,41
3887473506,104
3887477066,58
3884916088,96
3887472572,28
3887472572,1594
3884429616,137
3884429616,75
3884429616,148
3887477137,49
3884435045,2179
3884434066,137
3884429775,13
3884429775,14
3887476176,91
3887477134,25
3884426652,51
3884431744,3242
3884431744,25
3884916675,105
3884916675,1999
3887481291,92
3884430521,135
3884433363,96
3884426975,11
3884916089,96
3887465608,60
3887472116,41
3884917043,96
3884436096,53
3887473510,104
3884908932,48
3884436183,9
3884436183,137
3887474122,123
3884429777,75
3884429777,59
3884429777,3086
3887471747,49
3887486875,51
3884434198,42
3884430648,55
3884431576,30
3884431576,1594
3884429699,104
3884429699,48
3884910914,96
3887471351,27
3884433392,45
3884433392,43
3884433392,129
3884912999,129
3884912999,43
3884912999,46
3887475392,34
3887486847,25
3887480120,96
3887478665,25
3887473147,27
3887476411,49
3887487158,133
3884428991,135
3884911615,14
3887491220,25
3887475347,104
3887471546,14
3887471546,2358
3884429663,44
3884913338,96
3884430601,96
3887479672,82
3887479672,80
3884914426,144
3887475323,1128
3887475080,3198
3887472633,49
3887469905,51
3887472553,104
3887479788,25
3887480396,36
3887480396,1594
3887480396,80
3887469631,41
3884436199,10
3884436199,100
3884436024,92
3884906708,43
3887488260,96
3887488260,75
3887475125,118
3884911126,41
3884916746,27
3887477849,55
3884916234,41
3884431694,69
3884434160,96
3884917416,27
3887474445,87
3887475350,104
3884911425,77
3884431673,96
3884434116,80
3884436032,52
3884436032,1
3884436032,25
3887464712,68
3884426997,135
3887470450,137
3884917436,48
3884429703,75
3884912836,27
3884429847,1999
3884917233,41
3884917233,45
3887475354,6
3887492114,147
3887492114,11
3884914674,10
3884914674,9
3884436129,104
3884912886,14
3887471743,53
3887471743,55
3887471743,117
3887472480,19
3884429684,70
3884429758,137
3884910767,14
3884435113,23
3884435113,80
3884435113,1862
3884917470,14
3887475359,9
3884913633,15
3884913633,12
3884913633,80
3884915688,14
3884432577,69
3884429781,100
3884430673,75
3884430673,1495
3884919105,27
3884917464,14
3887486230,1999
3887486230,100
3884433362,14
3884433362,4
3884432608,80
3884430628,25
3884430628,54
3884430628,983
3887480464,57
3884430781,104
3884435281,3242
3884435281,116
3887471668,104
3887473762,135
3887473762,25
3884435198,84
3887474520,19
3887474520,1424
3887474520,133
3884434165,42
3887474437,104
3884434128,15
3884434128,12
3884434128,17
3887489324,8
3887478459,15
3884436204,43
3884436204,42
3887474433,104
3827945924,96
3884917125,44
3887482546,148
3887481973,112
3887469700,27
3887491518,8
3887471053,139
3884917018,96
3884431641,43
3887485575,104
3884430616,96
3884430616,2458
3887483238,27
3884915227,96
3887471412,9
3610032286,4
3887467694,33
3887493009,92
3887493009,48
3887493009,63
3884916530,14
3884429701,9
3887475102,88
3884916480,27
3887492533,34
3887472555,104
3887485157,10
3887485157,41
3887485157,43
3884430647,53
3884913839,135
3884432662,14
3884914341,96
3887494107,34
3884910775,14
3884433426,32
3884433426,34
3884433426,31
3884912798,9
3884914700,116
3884427693,98
3887474751,44
3884913495,14
3887485449,104
3884432583,14
3884434170,44
3887476338,104
3887474517,104
3887474517,43
3884920412,41
3884912967,14
3887494595,137
3884436265,43
3884433365,15
3887474132,17
3884436146,14
3884429787,17
3884429787,112
3884429787,93
3887492507,34
3884913858,14
3887482515,96
3887478002,4
3887490568,34
3884919140,4
3884431598,34
3884431598,23
3884434279,84
3887480096,100
3887480096,94
3887488367,142
3887486043,146
3887489518,52
3887489518,1
3884430741,15
3884428994,48
3884429642,116
3884436098,41
3884919132,115
3884435336,41
3884908907,1862
3884430751,139
3884430751,124
3884430751,14
3884431706,75
3884916531,14
3887471687,4
3884433317,1720
3884433317,46
3884433317,43
3887429980,44
3884912975,57
3884912975,63
3884912975,25
3884436075,43
3884433471,43
3884916200,55
3884436258,1
3884435127,43
3884435127,42
3884435127,46
3887499183,28
3887499183,115
3887499183,33
3887700229,112
3887700229,53
3887700229,24
3887492681,27
3887489353,148
3887494112,34
3884433420,116
3884429748,48
3887499331,112
3884436202,14
3884919162,96
3887487441,82
3887487441,80
3884921047,14
3887700448,1
3887700448,52
3887700448,2391
3884434129,46
3884429666,48
3887476335,104
3887477938,82
3887477938,80
3887477385,25
3884432529,100
3884432529,10
3884434302,137
3884430549,55
3884920513,25
3884919357,14
3884431550,22
3884436210,19
3884430735,96
3887490026,48
3887490026,51
3887490026,1912
3884432782,47
3884915616,96
3887467853,2358
3887480233,48
3887488108,43
3887488108,42
3887488108,46
3884433390,77
3887489593,15
3887489593,12
3887473432,3126
3887470642,47
3887470642,25
3884916584,49
3887470635,27
3887474368,19
3884914374,48
3884919767,1
3884919767,25
3887487070,14
3884912984,112
3887490561,34
3887499070,104
3884432678,23
3884432678,65
3887477885,27
3884432547,48
3884922320,1
3887489649,34
3884921048,14
3887491562,34
3887471626,14
3887483114,15
3887483114,12
3884433236,44
3887494116,34
3887470920,19
3887495413,27
3884917286,14
3884917084,41
3887476366,15
3887476366,12
3887476366,17
3884436569,1916
3884436569,137
3884436569,86
3884434146,75
3884429864,96
3887476796,1359
3884429801,69
3884427958,135
3884429902,118
3884914800,91
3884914800,65
3884914800,901
3884917540,48
3884917540,44
3887471349,27
3871144579,143
3887478009,100
3884435279,137
3887489634,34
3887467925,48
3887495750,96
3884914657,44
3887475259,4
3884918677,43
3887492021,82
3887492021,80
3887473554,15
3887494106,34
3884431599,4
3887479259,27
3887490564,34
3884434037,48
3884431654,9
3887477749,15
3887477749,12
3887471671,104
3884912863,135
3884430605,32
3887494122,34
3887472551,104
3884917451,135
3887471673,43
3887474059,27
3884918344,70
3887496048,31
3887473140,27
3887491046,51
3884918725,43
3884910763,14
3887497638,15
3887481522,50
3884434113,55
3887482162,15
3887482162,12
3884918761,43
3884915452,96
3887482785,4
3887488946,27
3887483355,27
3887488634,34
3887469626,41
3884431792,96
3887477748,15
3887477748,12
3884433638,96
3884438226,96
3887493488,14
3884436167,59
3884920090,14
3844216662,27
3884429636,12
3884910776,14
3884435695,41
3887470524,48
3884434250,25
3884432634,100
3887490562,34
3884436130,75
3887476809,135
3884913869,116
3884433254,90
3884433254,100
3887472128,31
3887483191,116
3887477383,44
3887495113,2194
3884436679,96
3887476347,98
3887488972,14
3887467937,7
3884436058,88
3884916084,44
3884916084,1862
3884430432,25
3887481122,27
3884923486,75
3884921130,112
3884915081,14
3887493118,34
3884917940,43
3884917940,92
3884921377,104
3884435078,104
3884914766,14
3887479262,27
3884432610,14
